,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
522,Emanuel Vignato\Emanuel-Vignato,it ITA,FWMF,Bologna,20-157,2000,17,7,649,7.2,1,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,1.3,1.3,1.2,0.18,0.17,0.35,0.18,0.35,Matches
523,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,22-311,1998,17,10,864,9.6,0,1,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.8,0.01,0.08,0.09,0.01,0.09,Matches
524,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,31-108,1989,1,1,90,1.0,1,0,1,1,0,0,1.00,0.00,1.00,0.00,0.00,0.8,0.0,0.0,0.81,0.03,0.83,0.05,0.07,Matches
525,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,21-000,2000,18,15,1252,13.9,7,0,3,3,0,0,0.50,0.00,0.50,0.29,0.29,9.7,7.4,0.6,0.70,0.05,0.74,0.53,0.58,Matches
526,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,25-362,1995,12,7,545,6.1,0,2,0,0,2,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.6,0.01,0.09,0.11,0.01,0.11,Matches
527,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,28-358,1992,17,16,1457,16.2,1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.3,0.05,0.02,0.07,0.05,0.07,Matches
528,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,22-105,1998,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,5.69,5.69,0.00,5.69,Matches
529,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,24-162,1996,17,10,983,10.9,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,1.0,0.07,0.09,0.16,0.07,0.16,Matches
530,Walace\Walace,br BRA,MF,Udinese,25-299,1995,11,5,536,6.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.06,0.08,0.02,0.08,Matches
531,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,20-298,2000,16,16,1420,15.8,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
532,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Sampdoria,32-157,1988,16,14,1234,13.7,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,1.2,1.2,0.1,0.09,0.00,0.09,0.09,0.09,Matches
533,Ashley Young\Ashley-Young,eng ENG,DF,Inter,35-203,1985,16,11,934,10.4,0,2,0,0,3,0,0.00,0.19,0.19,0.00,0.19,0.7,0.6,1.4,0.07,0.14,0.21,0.06,0.19,Matches
534,Mattia Zaccagni\Mattia-Zaccagni,it ITA,MFFW,Hellas Verona,25-226,1995,19,17,1423,15.8,5,5,1,1,4,0,0.32,0.32,0.63,0.25,0.57,3.0,2.3,2.5,0.19,0.16,0.35,0.14,0.30,Matches
535,Miha Zajc\Miha-Zajc,si SVN,MF,Genoa,26-211,1994,14,9,778,8.6,1,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.5,0.13,0.06,0.19,0.13,0.19,Matches
536,Niccolò Zanellato\Niccolo-Zanellato,it ITA,MF,Crotone,22-218,1998,11,10,793,8.8,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,0.0,0.05,0.00,0.05,0.05,0.05,Matches
537,Cristián Zapata\Cristian-Zapata,co COL,DF,Genoa,34-120,1986,8,8,608,6.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
538,Duván Zapata\Duvan-Zapata,co COL,FW,Atalanta,29-302,1991,19,14,1191,13.2,8,4,1,1,0,0,0.60,0.30,0.91,0.53,0.83,8.2,7.5,2.9,0.62,0.22,0.84,0.57,0.78,Matches
539,Gabriele Zappa\Gabriele-Zappa,it ITA,DFFW,Cagliari,21-037,1999,19,16,1450,16.1,0,3,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.3,0.3,1.2,0.02,0.07,0.09,0.02,0.09,Matches
540,Davide Zappacosta\Davide-Zappacosta,it ITA,DF,Genoa,28-231,1992,9,7,648,7.2,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.3,0.13,0.04,0.17,0.13,0.17,Matches
541,Simone Zaza\Simone-Zaza,it ITA,FW,Torino,29-217,1991,10,7,626,7.0,3,0,0,0,2,0,0.43,0.00,0.43,0.43,0.43,3.4,3.4,0.3,0.49,0.04,0.53,0.49,0.53,Matches
542,Marvin Zeegelaar\Marvin-Zeegelaar,nl NED,DF,Udinese,30-169,1990,15,14,1124,12.5,1,0,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.3,1.3,0.6,0.10,0.05,0.15,0.10,0.15,Matches
543,Piotr Zieliński\Piotr-Zielinski,pl POL,MF,Napoli,26-253,1994,16,13,1090,12.1,4,3,0,0,1,0,0.33,0.25,0.58,0.33,0.58,2.1,2.1,1.5,0.17,0.13,0.30,0.17,0.30,Matches
544,Jeroen Zoet\Jeroen-Zoet,nl NED,GK,Spezia,30-022,1991,2,2,153,1.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
545,Filip Đuričić\Filip-Djuricic,rs SRB,MFFW,Sassuolo,28-364,1992,15,13,1003,11.1,4,2,1,1,1,0,0.36,0.18,0.54,0.27,0.45,3.0,2.3,2.7,0.27,0.25,0.52,0.20,0.45,Matches
