,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
297,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,37-356,1983,2,2,154,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
298,Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,22-308,1998,12,8,805,8.9,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.02,0.09,0.11,0.02,0.11,Matches
299,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,28-348,1992,18,18,1619,18.0,0,2,0,0,4,0,0.00,0.11,0.11,0.00,0.11,1.0,1.0,0.7,0.06,0.04,0.09,0.06,0.09,Matches
300,Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,24-250,1996,19,18,1485,16.5,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1.9,0.05,0.12,0.16,0.05,0.16,Matches
301,Marlon\Marlon,br BRA,DF,Sassuolo,25-143,1995,8,5,514,5.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
302,Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,30-306,1990,14,14,1215,13.5,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
303,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,24-263,1996,6,2,294,3.3,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.08,0.00,0.08,0.08,0.08,Matches
304,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,23-159,1997,19,15,1324,14.7,9,3,0,0,3,0,0.61,0.20,0.82,0.61,0.82,7.7,7.7,3.2,0.53,0.22,0.74,0.53,0.74,Matches
305,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,28-103,1992,18,15,1373,15.3,0,3,0,0,2,0,0.00,0.20,0.20,0.00,0.20,1.6,1.6,1.3,0.11,0.08,0.19,0.11,0.19,Matches
306,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,34-358,1986,14,14,1168,13.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,Giuseppe Mastinu\Giuseppe-Mastinu,it ITA,FW,Spezia,29-111,1991,3,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
308,Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,27-336,1993,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.32,0.32,0.00,0.32,Matches
309,Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,25-198,1995,1,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
310,Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,23-298,1997,13,4,403,4.5,5,2,0,0,1,0,1.12,0.45,1.56,1.12,1.56,3.9,3.9,0.8,0.87,0.17,1.05,0.87,1.05,Matches
311,Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,31-179,1989,2,1,56,0.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
312,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,26-070,1994,2,1,72,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Weston McKennie\Weston-McKennie,us USA,MF,Juventus,22-153,1998,15,10,822,9.1,3,2,0,0,3,0,0.33,0.22,0.55,0.33,0.55,2.6,2.6,2.5,0.28,0.27,0.56,0.28,0.56,Matches
314,Gary Medel\Gary-Medel,cl CHI,DFMF,Bologna,33-178,1987,8,5,424,4.7,0,1,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.0,0.0,0.2,0.00,0.05,0.05,0.00,0.05,Matches
315,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Milan,26-317,1994,2,1,64,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.34,0.00,0.34,0.34,0.34,Matches
316,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,26-317,1994,14,11,920,10.2,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,0.6,0.6,0.3,0.06,0.03,0.09,0.06,0.09,Matches
317,Filippo Melegoni\Filippo-Melegoni,it ITA,MF,Genoa,21-345,1999,7,0,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
318,Arthur Melo\Arthur-Melo,br BRA,MF,Juventus,24-169,1996,11,8,663,7.4,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.1,0.1,0.5,0.01,0.06,0.07,0.01,0.07,Matches
319,Alex Meret\Alex-Meret,it ITA,GK,Napoli,23-312,1997,8,8,720,8.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
320,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Hellas Verona,24-027,1997,4,3,283,3.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
321,Dries Mertens\Dries-Mertens,be BEL,MFFW,Napoli,33-267,1987,13,10,776,8.6,4,6,0,0,0,0,0.46,0.70,1.16,0.46,1.16,2.8,2.8,2.7,0.33,0.31,0.63,0.33,0.63,Matches
322,Junior Messias\Junior-Messias,br BRA,FWMF,Crotone,29-260,1991,19,19,1692,18.8,6,2,0,0,4,0,0.32,0.11,0.43,0.32,0.43,3.9,3.9,1.1,0.21,0.06,0.27,0.21,0.27,Matches
323,Valentin Mihaila\Valentin-Mihaila,ro ROU,MFFW,Parma,20-361,2000,4,0,124,1.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
324,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,23-108,1997,18,18,1614,17.9,2,1,0,0,3,0,0.11,0.06,0.17,0.11,0.17,2.0,2.0,0.1,0.11,0.01,0.12,0.11,0.12,Matches
325,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,25-336,1995,16,16,1348,15.0,4,5,0,0,2,0,0.27,0.33,0.60,0.27,0.60,2.8,2.8,3.1,0.19,0.21,0.39,0.19,0.39,Matches
326,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,23-343,1997,2,2,180,2.0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
327,Vincenzo Millico\Vincenzo-Millico,it ITA,FWMF,Torino,20-169,2000,3,0,21,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches
328,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,FWMF,Atalanta,25-103,1995,10,1,233,2.6,1,0,0,0,0,0,0.39,0.00,0.39,0.39,0.39,0.5,0.5,0.3,0.18,0.13,0.31,0.18,0.31,Matches
329,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,37-204,1983,11,11,973,10.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Roma,32-007,1989,18,18,1572,17.5,8,8,1,1,1,0,0.46,0.46,0.92,0.40,0.86,8.0,7.2,6.9,0.46,0.39,0.85,0.41,0.81,Matches
331,Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,28-160,1992,11,3,299,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.03,0.09,0.11,0.03,0.11,Matches
332,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,23-057,1997,10,3,384,4.3,0,1,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,0.5,0.06,0.12,0.19,0.06,0.19,Matches
333,Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,29-027,1992,14,14,1123,12.5,1,4,0,0,1,0,0.08,0.32,0.40,0.08,0.40,0.2,0.2,2.3,0.01,0.19,0.20,0.01,0.20,Matches
334,Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,24-277,1996,7,4,304,3.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,0.29,0.03,0.33,0.29,0.33,Matches
335,Lorenzo Montipò\Lorenzo-Montipo,it ITA,GK,Benevento,24-343,1996,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Luca Mora\Luca-Mora,it ITA,MF,Spezia,32-263,1988,4,1,113,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.09,0.00,0.09,0.09,0.09,Matches
337,Álvaro Morata\Alvaro-Morata,es ESP,FW,Juventus,28-097,1992,14,11,918,10.2,4,5,0,0,2,1,0.39,0.49,0.88,0.39,0.88,5.2,5.2,2.8,0.51,0.28,0.78,0.51,0.78,Matches
338,Mert Müldür\Mert-Muldur,tr TUR,DF,Sassuolo,21-300,1999,17,8,869,9.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
339,Luis Muriel\Luis-Muriel,co COL,FW,Atalanta,29-287,1991,17,6,556,6.2,11,2,1,1,0,0,1.78,0.32,2.10,1.62,1.94,7.0,6.3,0.6,1.14,0.09,1.23,1.01,1.11,Matches
340,Vedat Muriqi\Vedat-Muriqi,xk KVX,FW,Lazio,26-279,1994,10,2,275,3.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.13,0.03,0.16,0.13,0.16,Matches
341,Nicola Murru\Nicola-Murru,it ITA,DF,Torino,26-043,1994,8,4,365,4.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
342,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,30-155,1990,1,0,34,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
343,Juan Musso\Juan-Musso,ar ARG,GK,Udinese,26-267,1994,17,17,1530,17.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
344,Joakim Mæhle\Joakim-Maehle,dk DEN,DF,Atalanta,23-253,1997,5,1,161,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.20,0.10,0.31,0.20,0.31,Matches
345,Mbala N'Zola\Mbala-NZola,fr FRA,FW,Spezia,24-163,1996,13,12,1083,12.0,9,1,3,3,1,0,0.75,0.08,0.83,0.50,0.58,6.9,4.6,2.0,0.57,0.17,0.74,0.38,0.55,Matches
346,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Cagliari,32-269,1988,4,4,333,3.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.10,0.12,0.22,0.10,0.22,Matches
347,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Inter,32-269,1988,4,0,46,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.29,0.00,0.29,0.29,0.29,Matches
348,Nahitan Nández\Nahitan-Nandez,uy URU,MFFW,Cagliari,25-031,1995,14,13,1186,13.2,1,0,0,0,5,1,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.9,0.05,0.07,0.12,0.05,0.12,Matches
349,Ilija Nestorovski\Ilija-Nestorovski,mk MKD,FW,Udinese,30-322,1990,11,1,260,2.9,1,1,0,0,0,0,0.35,0.35,0.69,0.35,0.69,1.6,1.6,0.9,0.56,0.31,0.88,0.56,0.88,Matches
350,Nicolas Nkoulou\Nicolas-Nkoulou,cm CMR,DF,Torino,30-307,1990,8,6,532,5.9,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches
351,Bram Nuytinck\Bram-Nuytinck,nl NED,DF,Udinese,30-269,1990,5,4,325,3.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
352,Simeon Nwankwo\Simeon-Nwankwo,ng NGA,FW,Crotone,28-266,1992,19,16,1533,17.0,7,1,3,3,1,0,0.41,0.06,0.47,0.23,0.29,6.3,4.0,0.9,0.37,0.05,0.42,0.23,0.29,Matches
353,Pedro Obiang\Pedro-Obiang,gq EQG,MF,Sassuolo,28-307,1992,16,6,579,6.4,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.02,0.05,0.03,0.05,Matches
354,Brain Oddei\Brain-Oddei,it ITA,MF,Sassuolo,18-132,2002,1,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.56,0.00,0.56,0.56,0.56,Matches
355,Stefano Okaka\Stefano-Okaka,it ITA,FW,Udinese,31-172,1989,8,8,667,7.4,2,1,0,0,1,0,0.27,0.13,0.40,0.27,0.40,1.8,1.8,0.6,0.25,0.09,0.33,0.25,0.33,Matches
356,Christian Oliva\Christian-Oliva,uy URU,MF,Cagliari,24-241,1996,9,2,298,3.3,0,1,0,0,2,0,0.00,0.30,0.30,0.00,0.30,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
357,Jerome Onguene\Jerome-Onguene,cm CMR,DF,Genoa,23-037,1997,2,0,46,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
358,Riccardo Orsolini\Riccardo-Orsolini,it ITA,FWMF,Bologna,24-004,1997,15,12,932,10.4,3,3,1,1,0,0,0.29,0.29,0.58,0.19,0.48,4.1,3.6,1.4,0.40,0.14,0.53,0.34,0.48,Matches
359,Victor Osimhen\Victor-Osimhen,ng NGA,FW,Napoli,22-030,1998,7,5,490,5.4,2,1,0,0,1,0,0.37,0.18,0.55,0.37,0.55,3.3,3.3,0.7,0.60,0.12,0.73,0.60,0.73,Matches
360,Yordan Osorio\Yordan-Osorio,ve VEN,DF,Parma,26-263,1994,10,10,789,8.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
361,David Ospina\David-Ospina,co COL,GK,Napoli,32-150,1988,10,10,900,10.0,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
362,Adam Ounas\Adam-Ounas,dz ALG,MFFW,Cagliari,24-078,1996,7,3,308,3.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.9,0.34,0.26,0.60,0.34,0.60,Matches
363,Thomas Ouwejan\Thomas-Ouwejan,nl NED,DF,Udinese,24-120,1996,8,3,314,3.5,0,1,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.2,0.2,0.8,0.05,0.23,0.28,0.05,0.28,Matches
364,Mattia Pagliuca\Mattia-Pagliuca,it ITA,MF,Bologna,18-278,2002,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.36,0.36,0.00,0.36,Matches
365,Rodrigo Palacio\Rodrigo-Palacio,ar ARG,FW,Bologna,38-358,1982,19,17,1456,16.2,1,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,3.6,3.6,1.7,0.22,0.11,0.33,0.22,0.33,Matches
366,Alberto Paleari\Alberto-Paleari,it ITA,GK,Genoa,28-152,1992,2,1,116,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
367,Antonio Palumbo\Antonio-Palumbo,it ITA,MF,Sampdoria,24-175,1996,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.28,0.00,0.28,0.28,0.28,Matches
368,Martin Palumbo\Martin-Palumbo,no NOR,MF,Udinese,18-329,2002,1,1,55,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
369,Goran Pandev\Goran-Pandev,mk MKD,FWMF,Genoa,37-185,1983,14,6,692,7.7,1,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,1.0,1.0,0.4,0.13,0.05,0.18,0.13,0.18,Matches
370,Vittorio Parigini\Vittorio-Parigini,it ITA,FWDF,Genoa,24-309,1996,4,0,56,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
371,Marco Parolo\Marco-Parolo,it ITA,DFMF,Lazio,36-003,1985,10,5,370,4.1,0,1,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,0.0,0.15,0.01,0.16,0.15,0.16,Matches
372,Mario Pašalić\Mario-Pasalic,hr CRO,MF,Atalanta,25-354,1995,8,6,525,5.8,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,0.9,0.9,1.5,0.16,0.26,0.42,0.16,0.42,Matches
373,Christian Pastina\Christian-Pastina,it ITA,DF,Benevento,19-348,2001,1,0,45,0.5,0,1,0,0,0,0,0.00,2.00,2.00,0.00,2.00,0.0,0.0,0.4,0.00,0.84,0.84,0.00,0.84,Matches
374,Patric\Patric,es ESP,DF,Lazio,27-286,1993,16,11,1002,11.1,0,1,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.7,0.02,0.06,0.08,0.02,0.08,Matches
375,Leonardo Pavoletti\Leonardo-Pavoletti,it ITA,FW,Cagliari,32-063,1988,16,5,500,5.6,1,2,0,0,4,0,0.18,0.36,0.54,0.18,0.54,2.4,2.4,0.2,0.44,0.03,0.46,0.44,0.46,Matches
376,Nehuén Paz\Nehuen-Paz,ar ARG,DF,Bologna,27-275,1993,6,3,363,4.0,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.5,0.5,0.0,0.12,0.00,0.12,0.12,0.12,Matches
377,Pedro\Pedro,es ESP,FWMF,Roma,33-184,1987,14,12,1007,11.2,3,1,0,0,4,1,0.27,0.09,0.36,0.27,0.36,3.5,3.5,1.1,0.31,0.10,0.41,0.31,0.41,Matches
378,João Pedro\Joao-Pedro,br BRA,MFFW,Cagliari,28-325,1992,19,19,1685,18.7,10,2,2,3,1,0,0.53,0.11,0.64,0.43,0.53,7.7,5.4,3.1,0.41,0.17,0.58,0.29,0.45,Matches
379,Gianluca Pegolo\Gianluca-Pegolo,it ITA,GK,Sassuolo,39-309,1981,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
380,Lorenzo Pellegrini\Lorenzo-Pellegrini,it ITA,MFFW,Roma,24-223,1996,19,16,1398,15.5,4,4,0,0,4,0,0.26,0.26,0.52,0.26,0.52,2.9,2.9,5.1,0.18,0.33,0.51,0.18,0.51,Matches
381,Luca Pellegrini\Luca-Pellegrini,it ITA,DFMF,Genoa,21-327,1999,10,7,594,6.6,0,1,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,1.2,0.02,0.18,0.20,0.02,0.20,Matches
382,Federico Peluso\Federico-Peluso,it ITA,DF,Sassuolo,37-008,1984,4,1,95,1.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
383,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Lazio,25-027,1996,12,2,271,3.0,1,0,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.3,0.3,0.5,0.10,0.17,0.26,0.10,0.26,Matches
384,Pedro Pereira\Pedro-Pereira,pt POR,DF,Crotone,23-006,1998,18,16,1392,15.5,0,3,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,2.1,0.01,0.14,0.15,0.01,0.15,Matches
385,Gastón Pereiro\Gaston-Pereiro,uy URU,MFFW,Cagliari,25-231,1995,6,2,137,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.03,0.33,0.35,0.03,0.35,Matches
386,Bruno Peres\Bruno-Peres,br BRA,DF,Roma,30-333,1990,14,4,562,6.2,0,2,0,0,4,0,0.00,0.32,0.32,0.00,0.32,0.8,0.8,2.9,0.12,0.47,0.59,0.12,0.59,Matches
387,Roberto Pereyra\Roberto-Pereyra,ar ARG,MF,Udinese,30-021,1991,17,17,1454,16.2,2,4,0,0,4,0,0.12,0.25,0.37,0.12,0.37,1.2,1.2,1.3,0.07,0.08,0.16,0.07,0.16,Matches
388,Carles Pérez\Carles-Perez,es ESP,MFFW,Roma,22-347,1998,10,2,305,3.4,1,0,0,0,0,0,0.30,0.00,0.30,0.30,0.30,0.9,0.9,0.3,0.27,0.10,0.37,0.27,0.37,Matches
389,Mattia Perin\Mattia-Perin,it ITA,GK,Genoa,28-079,1992,16,16,1439,16.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
390,Ivan Perišić\Ivan-Perisic,hr CRO,DFFW,Inter,31-361,1989,17,9,835,9.3,1,2,0,0,2,0,0.11,0.22,0.32,0.11,0.32,2.1,2.1,2.7,0.23,0.29,0.52,0.23,0.52,Matches
391,Matteo Pessina\Matteo-Pessina,it ITA,MF,Atalanta,23-282,1997,12,10,793,8.8,1,1,0,0,2,0,0.11,0.11,0.23,0.11,0.23,0.5,0.5,1.1,0.05,0.13,0.18,0.05,0.18,Matches
392,Andrea Petagna\Andrea-Petagna,it ITA,FW,Napoli,25-212,1995,17,7,795,8.8,4,3,0,0,0,0,0.45,0.34,0.79,0.45,0.79,3.9,3.9,1.7,0.44,0.20,0.64,0.44,0.64,Matches
393,Jacopo Petriccione\Jacopo-Petriccione,it ITA,MF,Crotone,25-341,1995,9,5,397,4.4,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.03,0.04,0.02,0.04,Matches
394,Jens Petter Hauge\Jens-Petter-Hauge,no NOR,FWMF,Milan,21-108,1999,12,3,440,4.9,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.6,0.6,1.4,0.12,0.28,0.40,0.12,0.40,Matches
395,Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,29-215,1991,14,14,1134,12.6,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.2,0.05,0.02,0.07,0.05,0.07,Matches
396,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Parma,23-060,1997,11,10,867,9.6,0,2,0,0,2,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.9,0.01,0.10,0.10,0.01,0.10,Matches
397,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Atalanta,28-124,1992,1,0,59,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.10,0.00,0.10,0.10,0.10,Matches
398,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Spezia,20-001,2001,12,4,392,4.4,2,0,0,0,0,0,0.46,0.00,0.46,0.46,0.46,1.7,1.7,0.1,0.40,0.02,0.42,0.40,0.42,Matches
399,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Inter,21-254,1999,2,0,42,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.34,0.00,0.34,0.34,0.34,Matches
400,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,35-000,1986,5,2,228,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
401,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Genoa,25-267,1995,17,9,742,8.2,3,0,0,0,0,0,0.36,0.00,0.36,0.36,0.36,1.4,1.4,1.6,0.17,0.20,0.37,0.17,0.37,Matches
402,Tommaso Pobega\Tommaso-Pobega,it ITA,MF,Spezia,21-197,1999,13,10,769,8.5,3,0,0,0,4,0,0.35,0.00,0.35,0.35,0.35,1.6,1.6,0.4,0.19,0.05,0.24,0.19,0.24,Matches
403,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,31-121,1989,7,2,160,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
404,Matteo Politano\Matteo-Politano,it ITA,FWMF,Napoli,27-178,1993,17,7,621,6.9,4,2,0,0,2,0,0.58,0.29,0.87,0.58,0.87,2.2,2.2,1.4,0.33,0.20,0.52,0.33,0.52,Matches
405,Manolo Portanova\Manolo-Portanova,it ITA,FWMF,Juventus,20-240,2000,2,1,70,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.71,0.00,0.71,0.71,0.71,Matches
406,Ivan Provedel\Ivan-Provedel,it ITA,GK,Spezia,26-317,1994,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
407,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Fiorentina,27-013,1994,13,5,587,6.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.05,0.07,0.13,0.05,0.13,Matches
408,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FW,Udinese,25-038,1995,11,9,754,8.4,3,1,0,0,2,0,0.36,0.12,0.48,0.36,0.48,2.2,2.2,0.8,0.26,0.09,0.35,0.26,0.35,Matches
409,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,37-363,1983,17,14,1196,13.3,7,0,1,2,1,0,0.53,0.00,0.53,0.45,0.45,6.6,5.1,0.4,0.50,0.03,0.53,0.38,0.41,Matches
