,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
299,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Hoffenheim,25-220,1995,8,7,660,7.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.07,0.01,0.07,0.07,0.07,Matches
300,Bastian Oczipka\Bastian-Oczipka,de GER,DF,Schalke 04,32-016,1989,17,14,1301,14.5,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.3,0.02,0.09,0.11,0.02,0.11,Matches
301,Dani Olmo\Dani-Olmo,es ESP,MFFW,RB Leipzig,22-266,1998,18,14,1214,13.5,2,5,0,0,1,0,0.15,0.37,0.52,0.15,0.52,3.0,3.0,2.4,0.22,0.18,0.40,0.22,0.40,Matches
302,Karim Onisiwo\Karim-Onisiwo,at AUT,FWMF,Mainz 05,28-317,1992,17,7,838,9.3,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.8,1.8,0.7,0.19,0.08,0.27,0.19,0.27,Matches
303,Willi Orban\Willi-Orban,hu HUN,DF,RB Leipzig,28-086,1992,15,12,1183,13.1,2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.5,1.5,0.3,0.11,0.02,0.14,0.11,0.14,Matches
304,Stefan Ortega\Stefan-Ortega,de GER,GK,Arminia,28-083,1992,18,18,1620,18.0,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.4,0.00,0.02,0.02,0.00,0.02,Matches
305,Yuya Osako\Yuya-Osako,jp JPN,FWMF,Werder Bremen,30-255,1990,13,6,511,5.7,0,1,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.1,0.06,0.20,0.26,0.06,0.26,Matches
306,Paulo Otávio\Paulo-Otavio,br BRA,DF,Wolfsburg,26-066,1994,12,8,757,8.4,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.02,0.06,0.08,0.02,0.08,Matches
307,Reece Oxford\Reece-Oxford,eng ENG,DF,Augsburg,22-043,1998,11,6,586,6.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.04,0.01,0.06,0.04,0.06,Matches
308,Salih Özcan\Salih-Ozcan,de GER,MF,Köln,23-017,1998,16,10,882,9.8,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.5,0.02,0.05,0.07,0.02,0.07,Matches
309,Levin Öztunalı\Levin-Oztunali,de GER,DFFW,Mainz 05,24-319,1996,12,7,653,7.3,1,2,0,0,0,0,0.14,0.28,0.41,0.14,0.41,0.6,0.6,0.9,0.08,0.12,0.20,0.08,0.20,Matches
310,Gonçalo Paciência\Goncalo-Paciencia,pt POR,FW,Schalke 04,26-180,1994,8,7,558,6.2,1,0,0,0,2,0,0.16,0.00,0.16,0.16,0.16,1.2,1.2,0.3,0.19,0.05,0.25,0.19,0.25,Matches
311,Exequiel Palacios\Exequiel-Palacios,ar ARG,MF,Leverkusen,22-115,1998,3,1,87,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14,Matches
312,Matondo-Merveille Papela\Matondo-Merveille-Papela,de GER,DF,Mainz 05,20-010,2001,1,0,2,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Felix Passlack\Felix-Passlack,de GER,DF,Dortmund,22-244,1998,6,3,346,3.8,1,0,0,0,0,0,0.26,0.00,0.26,0.26,0.26,0.9,0.9,0.2,0.24,0.06,0.30,0.24,0.30,Matches
314,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,Bayern Munich,24-306,1996,13,12,1027,11.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.03,0.06,0.03,0.06,Matches
315,Jiří Pavlenka\Jiri-Pavlenka,cz CZE,GK,Werder Bremen,28-289,1992,18,18,1620,18.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
316,Mads Pedersen\Mads-Pedersen,dk DEN,DF,Augsburg,24-149,1996,3,2,205,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.17,0.17,0.00,0.17,Matches
317,Peter Pekarík\Peter-Pekarik,sk SVK,DF,Hertha BSC,34-090,1986,18,17,1254,13.9,2,1,0,0,3,0,0.14,0.07,0.22,0.14,0.22,1.1,1.1,0.9,0.08,0.07,0.15,0.08,0.15,Matches
318,Philipp Pentke\Philipp-Pentke,de GER,GK,Hoffenheim,35-272,1985,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Pavao Pervan\Pavao-Pervan,at AUT,GK,Wolfsburg,33-076,1987,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
320,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,32-053,1988,18,8,853,9.5,7,0,1,1,0,0,0.74,0.00,0.74,0.63,0.63,5.3,4.5,1.3,0.56,0.14,0.70,0.48,0.61,Matches
321,Maximilian Philipp\Maximilian-Philipp,de GER,MF,Wolfsburg,26-333,1994,11,7,558,6.2,1,2,0,0,2,0,0.16,0.32,0.48,0.16,0.48,1.1,1.1,0.5,0.17,0.08,0.25,0.17,0.25,Matches
322,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,25-211,1995,18,9,866,9.6,4,1,0,1,2,0,0.42,0.10,0.52,0.42,0.52,3.4,2.7,1.0,0.35,0.10,0.46,0.28,0.38,Matches
323,Amos Pieper\Amos-Pieper,de GER,DF,Arminia,23-011,1998,15,15,1334,14.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.02,0.02,0.01,0.02,Matches
324,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,35-239,1985,4,1,46,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
325,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,29-002,1992,11,9,741,8.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.06,0.07,0.01,0.07,Matches
326,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,27-324,1993,14,8,784,8.7,2,1,0,0,1,0,0.23,0.11,0.34,0.23,0.34,2.6,2.6,1.1,0.30,0.13,0.43,0.30,0.43,Matches
327,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,26-137,1994,5,3,249,2.8,2,0,0,0,0,0,0.72,0.00,0.72,0.72,0.72,2.8,2.8,0.0,1.00,0.01,1.01,1.00,1.01,Matches
328,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,26-137,1994,1,0,6,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
329,Marin Pongračić\Marin-Pongracic,hr CRO,DF,Wolfsburg,23-139,1997,5,4,273,3.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,23-259,1997,14,14,1167,13.0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.05,0.04,0.09,0.05,0.09,Matches
331,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,26-227,1994,15,8,737,8.2,4,2,0,0,1,0,0.49,0.24,0.73,0.49,0.73,2.6,2.6,1.3,0.32,0.16,0.49,0.32,0.49,Matches
332,Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,29-178,1991,13,13,1167,13.0,1,0,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
333,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,26-019,1995,13,12,1067,11.9,1,1,0,0,5,0,0.08,0.08,0.17,0.08,0.17,0.6,0.6,0.5,0.05,0.05,0.10,0.05,0.10,Matches
334,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,27-111,1993,18,14,1146,12.7,2,1,0,0,1,0,0.16,0.08,0.24,0.16,0.24,2.7,2.7,1.8,0.21,0.14,0.35,0.21,0.35,Matches
335,Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,26-082,1994,16,10,889,9.9,2,0,0,0,2,0,0.20,0.00,0.20,0.20,0.20,2.1,2.0,1.3,0.21,0.13,0.34,0.20,0.33,Matches
336,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,24-214,1996,8,3,336,3.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,0.20,0.12,0.32,0.20,0.32,Matches
337,Daishawn Redan\Daishawn-Redan,nl NED,MFFW,Hertha BSC,19-361,2001,6,0,70,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
338,Reinier\Reinier,br BRA,FWMF,Dortmund,19-009,2002,4,0,74,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
339,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,18-244,2002,1,1,59,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.11,0.11,0.00,0.11,Matches
340,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,31-242,1989,17,13,1152,12.8,3,3,0,2,1,0,0.23,0.23,0.47,0.23,0.47,5.6,3.9,5.6,0.44,0.44,0.88,0.31,0.74,Matches
341,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,23-088,1997,17,11,1026,11.4,2,2,0,0,2,0,0.18,0.18,0.35,0.18,0.35,0.6,0.6,1.7,0.05,0.15,0.20,0.05,0.20,Matches
342,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,18-076,2002,17,12,1103,12.3,3,4,0,0,1,0,0.24,0.33,0.57,0.24,0.57,2.0,2.0,2.6,0.17,0.21,0.38,0.17,0.38,Matches
343,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,20-306,2000,3,1,89,1.0,0,1,0,0,0,0,0.00,1.01,1.01,0.00,1.01,0.0,0.0,0.3,0.00,0.26,0.26,0.00,0.26,Matches
344,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,23-065,1997,13,6,608,6.8,2,0,0,0,3,1,0.30,0.00,0.30,0.30,0.30,2.4,2.4,0.3,0.35,0.05,0.40,0.35,0.40,Matches
345,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,24-063,1996,2,0,22,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
346,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,30-109,1990,13,10,859,9.5,1,0,0,0,5,0,0.10,0.00,0.10,0.10,0.10,0.1,0.1,1.0,0.01,0.11,0.12,0.01,0.12,Matches
347,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,28-022,1993,12,11,928,10.3,0,1,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.3,0.03,0.12,0.16,0.03,0.16,Matches
348,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,30-335,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.06,0.06,0.01,0.06,Matches
349,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,30-335,1990,13,11,878,9.8,1,1,0,0,2,0,0.10,0.10,0.21,0.10,0.21,0.4,0.4,0.8,0.04,0.09,0.12,0.04,0.12,Matches
350,Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,23-072,1997,13,3,391,4.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.01,0.09,0.10,0.01,0.10,Matches
351,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,28-177,1992,7,6,585,6.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
352,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FWMF,Wolfsburg,26-307,1994,10,2,257,2.9,0,1,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.4,0.4,0.8,0.15,0.27,0.42,0.15,0.42,Matches
353,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,26-317,1994,14,12,993,11.0,3,1,3,3,2,0,0.27,0.09,0.36,0.00,0.09,3.3,1.0,0.9,0.30,0.08,0.38,0.09,0.17,Matches
354,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,23-251,1997,16,13,957,10.6,5,1,0,0,2,0,0.47,0.09,0.56,0.47,0.56,3.8,3.8,0.5,0.36,0.05,0.41,0.36,0.41,Matches
355,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,18-339,2002,5,2,178,2.0,0,1,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.0,0.0,0.5,0.01,0.23,0.25,0.01,0.25,Matches
356,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,25-017,1996,16,16,1355,15.1,0,1,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.6,0.03,0.04,0.07,0.03,0.07,Matches
357,Jadon Sancho\Jadon-Sancho,eng ENG,FW,Dortmund,20-309,2000,16,16,1320,14.7,2,7,0,0,0,0,0.14,0.48,0.61,0.14,0.61,4.4,4.4,4.1,0.30,0.28,0.58,0.30,0.58,Matches
358,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,25-017,1996,16,8,847,9.4,4,5,0,0,1,0,0.43,0.53,0.96,0.43,0.96,2.5,2.5,3.7,0.27,0.39,0.66,0.27,0.66,Matches
359,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,30-156,1990,9,8,765,8.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.04,0.04,0.08,0.04,0.08,Matches
360,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,25-325,1995,15,15,1196,13.3,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,1.3,1.3,0.6,0.10,0.04,0.14,0.10,0.14,Matches
361,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,20-343,2000,17,16,1401,15.6,2,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.5,2.5,1.6,0.16,0.10,0.26,0.16,0.26,Matches
362,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,28-363,1992,3,3,270,3.0,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches
363,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,25-004,1996,13,10,821,9.1,5,1,0,0,1,0,0.55,0.11,0.66,0.55,0.66,3.9,3.9,0.7,0.43,0.08,0.51,0.43,0.51,Matches
364,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,32-081,1988,18,4,550,6.1,1,0,0,0,3,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.9,0.10,0.14,0.24,0.10,0.24,Matches
365,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,23-122,1997,17,15,1364,15.2,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,1.4,1.4,2.1,0.09,0.14,0.23,0.09,0.23,Matches
366,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,23-275,1997,11,10,936,10.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.04,0.02,0.05,0.04,0.05,Matches
367,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,21-058,1999,3,3,258,2.9,1,0,0,0,0,0,0.35,0.00,0.35,0.35,0.35,0.3,0.3,0.0,0.11,0.00,0.11,0.11,0.11,Matches
368,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Freiburg,30-216,1990,15,14,1189,13.2,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,1.3,0.05,0.10,0.15,0.05,0.15,Matches
369,Romano Schmid\Romano-Schmid,at AUT,FW,Werder Bremen,21-001,2000,9,5,431,4.8,0,1,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.3,0.03,0.07,0.10,0.03,0.10,Matches
370,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,26-072,1994,5,1,109,1.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
371,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,26-356,1994,12,6,610,6.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.04,0.03,0.04,Matches
372,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,27-302,1993,5,1,136,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.03,0.10,0.07,0.10,Matches
373,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,28-240,1992,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
374,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,26-008,1995,11,3,370,4.1,3,0,1,1,4,0,0.73,0.00,0.73,0.49,0.49,1.7,1.0,0.2,0.42,0.05,0.46,0.23,0.28,Matches
375,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,23-292,1997,13,13,1026,11.4,0,2,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.0,1.0,0.8,0.08,0.07,0.16,0.08,0.16,Matches
376,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,20-255,2000,11,9,826,9.2,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,0.4,0.4,0.8,0.04,0.09,0.13,0.04,0.13,Matches
377,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,23-360,1997,10,2,293,3.3,0,1,0,0,1,0,0.00,0.31,0.31,0.00,0.31,0.0,0.0,0.3,0.01,0.08,0.09,0.01,0.09,Matches
378,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,25-083,1995,17,17,1448,16.1,14,2,5,5,0,0,0.87,0.12,0.99,0.56,0.68,13.1,9.3,3.3,0.82,0.20,1.02,0.58,0.78,Matches
379,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,29-186,1991,5,0,58,0.6,1,0,0,0,0,0,1.55,0.00,1.55,1.55,1.55,0.5,0.5,0.0,0.81,0.00,0.81,0.81,0.81,Matches
380,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,25-208,1995,16,14,1171,13.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.03,0.03,0.06,0.03,0.06,Matches
381,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,32-312,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
382,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,25-263,1995,17,17,1462,16.2,3,0,0,0,3,0,0.18,0.00,0.18,0.18,0.18,1.9,1.9,0.1,0.12,0.01,0.13,0.12,0.13,Matches
383,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,24-253,1996,11,5,637,7.1,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.0,0.14,0.15,0.29,0.14,0.29,Matches
384,Steven Skrzybski\Steven-Skrzybski,de GER,FW,Schalke 04,28-071,1992,9,3,369,4.1,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,1.3,0.5,0.1,0.32,0.03,0.35,0.13,0.16,Matches
385,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,32-042,1988,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
386,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,23-007,1998,14,13,1071,11.9,0,3,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,2.9,0.03,0.24,0.28,0.03,0.28,Matches
387,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,28-118,1992,10,5,394,4.4,1,0,0,0,1,0,0.23,0.00,0.23,0.23,0.23,0.6,0.6,0.1,0.13,0.02,0.15,0.13,0.15,Matches
388,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,23-357,1997,14,11,1001,11.1,0,2,0,0,4,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.0,0.02,0.09,0.12,0.02,0.12,Matches
389,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,24-101,1996,16,16,1440,16.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.05,0.01,0.06,0.05,0.06,Matches
390,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,30-168,1990,13,13,1080,12.0,0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.4,0.00,0.04,0.04,0.00,0.04,Matches
391,Niklas Stark\Niklas-Stark,de GER,MFDF,Hertha BSC,25-289,1995,18,18,1610,17.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.04,0.01,0.04,0.04,0.04,Matches
392,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,29-086,1991,15,13,1114,12.4,3,3,0,0,2,0,0.24,0.24,0.48,0.24,0.48,3.2,3.2,1.5,0.26,0.13,0.38,0.26,0.38,Matches
393,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,24-314,1996,15,12,1027,11.4,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.02,0.02,0.00,0.02,Matches
394,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,32-155,1988,18,14,1159,12.9,9,4,5,5,3,0,0.70,0.31,1.01,0.31,0.62,6.7,2.9,4.1,0.52,0.32,0.84,0.23,0.54,Matches
395,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,27-154,1993,10,3,331,3.7,1,0,0,0,2,0,0.27,0.00,0.27,0.27,0.27,1.0,1.0,0.8,0.28,0.22,0.49,0.28,0.49,Matches
396,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30-261,1990,17,11,1003,11.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,0.03,0.07,0.10,0.03,0.10,Matches
397,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,32-305,1988,2,1,91,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,25-147,1995,11,8,800,8.9,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.08,0.01,0.08,0.08,0.08,Matches
399,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,33-050,1987,5,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
400,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,28-289,1992,3,1,99,1.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.07,0.07,0.00,0.07,Matches
401,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,25-054,1995,16,6,747,8.3,1,1,0,1,2,0,0.12,0.12,0.24,0.12,0.24,3.1,2.4,1.0,0.38,0.12,0.50,0.29,0.41,Matches
402,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,24-352,1996,13,11,1032,11.5,1,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
403,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,21-361,1999,16,14,1302,14.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.04,0.01,0.05,0.04,0.05,Matches
404,Niklas Tauer\Niklas-Tauer,de GER,DFMF,Mainz 05,19-346,2001,4,0,58,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
405,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,21-361,1999,8,2,231,2.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
406,Cedric Teuchert\Cedric-Teuchert,de GER,MFFW,Union Berlin,24-014,1997,14,3,441,4.9,3,1,0,0,0,0,0.61,0.20,0.82,0.61,0.82,2.7,2.7,0.8,0.56,0.17,0.73,0.56,0.73,Matches
407,Malick Thiaw\Malick-Thiaw,fi FIN,DF,Schalke 04,19-173,2001,7,5,529,5.9,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.1,0.05,0.01,0.06,0.05,0.06,Matches
408,Jan Thielmann\Jan-Thielmann,de GER,FW,Köln,18-247,2002,15,8,748,8.3,2,2,0,0,0,0,0.24,0.24,0.48,0.24,0.48,0.9,0.9,0.3,0.11,0.04,0.15,0.11,0.15,Matches
409,Erik Thommy\Erik-Thommy,de GER,DF,Stuttgart,26-161,1994,1,0,7,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.40,0.40,0.00,0.40,Matches
