,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1,Issah Abbas\Issah-Abbas,gh GHA,DFFW,Mainz 05,22-124,1998,2,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2,David Abraham\David-Abraham,ar ARG,DF,Eint Frankfurt,34-197,1986,14,14,1222,13.6,1,0,0,0,5,1,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.5,0.05,0.03,0.08,0.05,0.08,Matches
3,Amir Abrashi\Amir-Abrashi,al ALB,MF,Freiburg,30-307,1990,5,0,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
4,Ragnar Ache\Ragnar-Ache,de GER,FW,Eint Frankfurt,22-184,1998,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
5,Tyler Adams\Tyler-Adams,us USA,MFDF,RB Leipzig,21-349,1999,14,10,961,10.7,1,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.2,0.05,0.02,0.07,0.05,0.07,Matches
6,Sargis Adamyan\Sargis-Adamyan,am ARM,FWMF,Hoffenheim,27-250,1993,9,0,154,1.7,1,2,0,0,0,0,0.58,1.17,1.75,0.58,1.75,1.1,1.1,0.4,0.63,0.21,0.83,0.63,0.83,Matches
7,Felix Agu\Felix-Agu,de GER,DFFW,Werder Bremen,21-123,1999,6,3,320,3.6,1,0,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.6,0.6,0.2,0.15,0.07,0.22,0.15,0.22,Matches
8,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,25-193,1995,16,15,1385,15.4,2,0,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.4,1.4,0.1,0.09,0.01,0.10,0.09,0.10,Matches
9,Kevin Akpoguma\Kevin-Akpoguma,ng NGA,DF,Hoffenheim,25-284,1995,13,11,942,10.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.04,0.04,0.00,0.04,Matches
10,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,28-218,1992,17,16,1452,16.1,2,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.4,0.02,0.03,0.05,0.02,0.05,Matches
11,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,28-112,1992,15,8,816,9.1,8,1,2,2,2,0,0.88,0.11,0.99,0.66,0.77,4.6,3.2,0.3,0.51,0.03,0.55,0.35,0.39,Matches
12,Omar Alderete\Omar-Alderete,py PAR,DF,Hertha BSC,24-033,1996,10,10,884,9.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.05,0.01,0.06,0.05,0.06,Matches
13,Nadiem Amiri\Nadiem-Amiri,de GER,MF,Leverkusen,24-093,1996,17,14,1272,14.1,2,6,0,0,2,0,0.14,0.42,0.57,0.14,0.57,1.2,1.2,2.2,0.08,0.16,0.24,0.08,0.24,Matches
14,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Köln,29-197,1991,10,9,737,8.2,2,0,1,1,0,0,0.24,0.00,0.24,0.12,0.12,3.3,2.6,0.3,0.41,0.04,0.45,0.32,0.36,Matches
15,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,26-128,1994,15,15,1266,14.1,4,1,0,0,2,1,0.28,0.07,0.36,0.28,0.36,1.4,1.4,1.3,0.10,0.09,0.20,0.10,0.20,Matches
16,Angeliño\Angelino,es ESP,DFFW,RB Leipzig,24-024,1997,17,17,1521,16.9,4,2,0,0,2,0,0.24,0.12,0.36,0.24,0.36,3.3,3.3,3.9,0.20,0.23,0.42,0.20,0.42,Matches
17,Waldemar Anton\Waldemar-Anton,de GER,DF,Stuttgart,24-192,1996,15,14,1271,14.1,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.4,0.06,0.03,0.09,0.06,0.09,Matches
18,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,31-286,1989,7,6,477,5.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.08,0.02,0.09,0.08,0.09,Matches
19,Santiago Arias\Santiago-Arias,co COL,DF,Leverkusen,29-015,1992,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
20,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,26-246,1994,15,15,1273,14.1,2,4,0,0,4,1,0.14,0.28,0.42,0.14,0.42,1.1,1.1,2.2,0.08,0.15,0.23,0.08,0.23,Matches
21,Toluwalas Arokodare\Toluwalas-Arokodare,ng NGA,FW,Köln,20-066,2000,7,0,77,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.28,0.02,0.30,0.28,0.30,Matches
22,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,26-282,1994,12,12,1065,11.8,0,4,0,0,4,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,1.9,0.04,0.16,0.20,0.04,0.20,Matches
23,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,23-169,1997,16,13,1056,11.7,5,2,0,0,0,0,0.43,0.17,0.60,0.43,0.60,5.3,5.3,1.1,0.45,0.10,0.55,0.45,0.55,Matches
24,Leon Bailey\Leon-Bailey,jm JAM,FW,Leverkusen,23-172,1997,17,15,1294,14.4,4,5,0,0,3,0,0.28,0.35,0.63,0.28,0.63,3.7,3.7,2.6,0.25,0.18,0.43,0.25,0.43,Matches
25,Ridle Baku\Ridle-Baku,de GER,DFFW,Wolfsburg,22-295,1998,16,15,1297,14.4,3,1,0,0,0,0,0.21,0.07,0.28,0.21,0.28,0.9,0.9,1.5,0.06,0.11,0.17,0.06,0.17,Matches
26,Ridle Baku\Ridle-Baku,de GER,DF,Mainz 05,22-295,1998,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Eint Frankfurt,22-252,1998,16,6,639,7.1,2,3,0,0,5,0,0.28,0.42,0.70,0.28,0.70,1.4,1.4,2.3,0.19,0.33,0.52,0.19,0.52,Matches
28,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,21-025,2000,14,12,1056,11.7,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.6,0.6,0.9,0.05,0.07,0.12,0.05,0.12,Matches
29,Jacob Barrett Laursen\Jacob-Barrett-Laursen,dk DEN,DF,Arminia,26-072,1994,8,6,563,6.3,0,1,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,1.2,0.00,0.20,0.20,0.00,0.20,Matches
30,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,30-240,1990,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
31,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,33-026,1988,16,12,1070,11.9,2,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.4,1.4,0.3,0.11,0.02,0.14,0.11,0.14,Matches
32,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,21-180,1999,17,15,1309,14.5,3,3,0,0,4,0,0.21,0.21,0.41,0.21,0.41,2.9,2.9,1.7,0.20,0.12,0.32,0.20,0.32,Matches
33,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Augsburg,24-160,1996,3,0,34,0.4,0,1,0,0,1,0,0.00,2.65,2.65,0.00,2.65,0.0,0.0,0.7,0.00,1.87,1.87,0.00,1.87,Matches
34,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWDF,Hoffenheim,26-280,1994,16,9,896,10.0,3,3,0,0,2,0,0.30,0.30,0.60,0.30,0.60,2.2,2.2,2.2,0.22,0.22,0.44,0.22,0.44,Matches
35,Sheraldo Becker\Sheraldo-Becker,nl NED,FWMF,Union Berlin,25-354,1995,16,15,1072,11.9,3,2,0,0,2,0,0.25,0.17,0.42,0.25,0.42,2.0,2.0,2.8,0.17,0.23,0.41,0.17,0.41,Matches
36,Timo Becker\Timo-Becker,de GER,DF,Schalke 04,23-309,1997,6,4,405,4.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches
37,Brian Behrendt\Brian-Behrendt,de GER,DF,Arminia,29-096,1991,3,0,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
38,Maximilian Beier\Maximilian-Beier,de GER,FWDF,Hoffenheim,18-103,2002,2,0,2,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
39,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,29-016,1992,11,6,472,5.2,0,1,0,0,0,0,0.00,0.19,0.19,0.00,0.19,1.3,1.3,0.9,0.25,0.17,0.41,0.25,0.41,Matches
40,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,29-157,1991,3,3,253,2.8,0,1,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.1,0.1,0.8,0.02,0.29,0.31,0.02,0.31,Matches
41,Karim Bellarabi\Karim-Bellarabi,de GER,MFFW,Leverkusen,30-295,1990,13,3,399,4.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.6,0.19,0.14,0.33,0.19,0.33,Matches
42,Jude Bellingham\Jude-Bellingham,eng ENG,MF,Dortmund,17-213,2003,14,9,743,8.3,0,2,0,0,0,0,0.00,0.24,0.24,0.00,0.24,1.5,1.5,2.2,0.18,0.26,0.44,0.18,0.44,Matches
43,Lars Bender\Lars-Bender,de GER,DF,Leverkusen,31-276,1989,13,12,934,10.4,0,2,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.5,0.5,0.5,0.05,0.05,0.09,0.05,0.09,Matches
44,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,31-276,1989,8,8,620,6.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.04,0.04,0.01,0.04,Matches
45,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,23-141,1997,7,1,150,1.7,0,1,0,0,0,0,0.00,0.60,0.60,0.00,0.60,0.1,0.1,0.4,0.03,0.21,0.25,0.03,0.25,Matches
46,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'Gladbach,25-287,1995,11,8,756,8.4,1,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.3,0.09,0.03,0.13,0.09,0.13,Matches
47,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,26-065,1994,7,5,450,5.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
48,Bartosz Bialek\Bartosz-Bialek,pl POL,FWMF,Wolfsburg,19-078,2001,9,1,163,1.8,2,0,0,0,0,0,1.10,0.00,1.10,1.10,1.10,1.9,1.9,0.2,1.05,0.10,1.15,1.05,1.15,Matches
49,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,31-004,1990,2,2,128,1.4,1,0,0,0,1,0,0.70,0.00,0.70,0.70,0.70,0.4,0.4,0.0,0.25,0.00,0.25,0.25,0.25,Matches
50,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,FWMF,Werder Bremen,27-040,1993,15,12,948,10.5,4,1,1,1,2,0,0.38,0.09,0.47,0.28,0.38,4.0,3.2,0.7,0.38,0.07,0.44,0.30,0.37,Matches
51,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,32-147,1988,16,16,1326,14.7,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.4,0.01,0.03,0.04,0.01,0.04,Matches
52,Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MFFW,Mainz 05,26-312,1994,16,15,1254,13.9,0,2,0,0,3,0,0.00,0.14,0.14,0.00,0.14,1.0,1.0,3.4,0.07,0.24,0.31,0.07,0.31,Matches
53,Melayro Bogarde\Melayro-Bogarde,nl NED,DFMF,Hoffenheim,18-245,2002,6,2,266,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.05,0.08,0.03,0.08,Matches
54,Dennis Borkowski\Dennis-Borkowski,de GER,MF,RB Leipzig,19-002,2002,2,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
55,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,21-312,1999,17,17,1530,17.0,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,1.0,1.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
56,Nassim Boujellab\Nassim-Boujellab,ma MAR,MFFW,Schalke 04,21-222,1999,8,5,436,4.8,1,0,0,0,2,0,0.21,0.00,0.21,0.21,0.21,1.3,1.3,0.2,0.26,0.04,0.30,0.26,0.30,Matches
57,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,30-061,1990,13,13,1153,12.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.03,0.05,0.08,0.03,0.08,Matches
58,Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,19-298,2001,9,2,405,4.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.02,0.09,0.07,0.09,Matches
59,Julian Brandt\Julian-Brandt,de GER,FWMF,Dortmund,24-271,1996,17,9,862,9.6,1,1,0,0,0,0,0.10,0.10,0.21,0.10,0.21,1.8,1.8,2.0,0.19,0.21,0.40,0.19,0.40,Matches
60,Josip Brekalo\Josip-Brekalo,hr CRO,FW,Wolfsburg,22-219,1998,17,15,1193,13.3,2,1,0,0,1,0,0.15,0.08,0.23,0.15,0.23,2.0,2.0,2.0,0.15,0.15,0.31,0.15,0.31,Matches
61,Joshua Brenet\Joshua-Brenet,nl NED,DF,Hoffenheim,26-314,1994,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
62,John Brooks\John-Brooks,us USA,DF,Wolfsburg,28-000,1993,17,16,1458,16.2,1,0,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.3,0.03,0.02,0.05,0.03,0.05,Matches
63,Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,32-195,1988,12,12,1010,11.2,1,1,1,1,0,0,0.09,0.09,0.18,0.00,0.09,1.0,0.3,1.3,0.09,0.12,0.21,0.02,0.14,Matches
64,Cédric Brunner\Cedric-Brunner,ch SUI,DF,Arminia,26-346,1994,16,15,1359,15.1,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.01,0.03,0.05,0.01,0.05,Matches
65,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,Hoffenheim,22-131,1998,2,1,89,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
66,Marius Bülter\Marius-Bulter,de GER,FWMF,Union Berlin,27-305,1993,15,5,587,6.5,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,1.4,1.4,0.9,0.22,0.14,0.35,0.22,0.35,Matches
67,Jonathan Burkardt\Jonathan-Burkardt,de GER,FWDF,Mainz 05,20-201,2000,16,9,784,8.7,1,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,2.9,2.9,0.7,0.33,0.08,0.41,0.33,0.41,Matches
68,Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,30-075,1990,16,16,1440,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
69,Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFDF,Augsburg,33-013,1988,18,18,1582,17.6,4,2,0,0,4,0,0.23,0.11,0.34,0.23,0.34,1.6,1.6,2.3,0.09,0.13,0.22,0.09,0.22,Matches
70,Emre Can\Emre-Can,de GER,DFMF,Dortmund,27-016,1994,14,11,1010,11.2,1,2,0,0,5,0,0.09,0.18,0.27,0.09,0.27,0.6,0.6,1.8,0.05,0.16,0.21,0.05,0.21,Matches
71,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,28-217,1992,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
72,Gonzalo Castro\Gonzalo-Castro,de GER,MFFW,Stuttgart,33-231,1987,16,15,1129,12.5,3,1,0,0,5,0,0.24,0.08,0.32,0.24,0.32,2.9,2.9,2.0,0.23,0.16,0.39,0.23,0.39,Matches
73,Sava Cestic\Sava-Cestic,de GER,DF,Köln,19-344,2001,7,7,569,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.02,0.02,0.02,Matches
74,Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,30-305,1990,5,0,66,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.21,0.00,0.21,0.21,0.21,Matches
75,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,26-212,1994,8,1,181,2.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.01,0.06,0.05,0.06,Matches
76,Tahith Chong\Tahith-Chong,nl NED,FWMF,Werder Bremen,21-055,1999,13,4,386,4.3,0,1,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,0.5,0.06,0.12,0.18,0.06,0.18,Matches
77,Darko Churlinov\Darko-Churlinov,mk MKD,DFFW,Stuttgart,20-201,2000,5,0,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Tim Civeja\Tim-Civeja,de GER,DF,Augsburg,19-024,2002,1,0,4,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
79,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,24-229,1996,14,11,870,9.7,2,8,0,0,1,0,0.21,0.83,1.03,0.21,1.03,1.8,1.8,4.1,0.18,0.42,0.61,0.18,0.61,Matches
80,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,27-262,1993,12,10,896,10.0,5,0,0,0,3,0,0.50,0.00,0.50,0.50,0.50,4.6,4.6,1.3,0.46,0.13,0.59,0.46,0.59,Matches
81,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Arminia,23-172,1997,15,11,858,9.5,1,1,0,0,0,0,0.10,0.10,0.21,0.10,0.21,1.4,1.4,1.1,0.14,0.12,0.26,0.14,0.26,Matches
82,Danny da Costa\Danny-da-Costa,de GER,DF,Mainz 05,27-199,1993,1,1,90,1.0,0,1,0,0,1,0,0.00,1.00,1.00,0.00,1.00,0.0,0.0,0.2,0.00,0.15,0.15,0.00,0.15,Matches
83,Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,27-199,1993,6,1,110,1.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.14,0.00,0.14,0.14,0.14,Matches
84,Douglas Costa\Douglas-Costa,br BRA,FWMF,Bayern Munich,30-136,1990,9,3,285,3.2,1,1,0,0,0,0,0.32,0.32,0.63,0.32,0.63,0.1,0.1,0.7,0.04,0.22,0.25,0.04,0.25,Matches
85,Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,19-345,2001,17,10,825,9.2,2,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.9,1.9,1.5,0.20,0.16,0.37,0.20,0.37,Matches
86,Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,21-165,1999,1,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,21-246,1999,16,15,1325,14.7,6,2,2,3,6,0,0.41,0.14,0.54,0.27,0.41,5.4,3.1,2.9,0.37,0.20,0.56,0.21,0.41,Matches
88,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,30-259,1990,13,12,965,10.7,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches
89,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,28-259,1992,14,9,749,8.3,2,0,0,1,0,0,0.24,0.00,0.24,0.24,0.24,4.0,3.3,0.7,0.48,0.09,0.57,0.39,0.48,Matches
90,Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,22-307,1998,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
91,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,25-027,1996,5,4,258,2.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches
92,Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,19-291,2001,1,0,31,0.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
93,Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,18-351,2002,2,0,17,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
94,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,30-173,1990,17,17,1341,14.9,0,5,0,0,1,0,0.00,0.34,0.34,0.00,0.34,0.6,0.6,3.0,0.04,0.20,0.24,0.04,0.24,Matches
95,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,20-087,2000,10,9,698,7.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.05,0.05,0.00,0.05,Matches
96,Thomas Delaney\Thomas-Delaney,dk DEN,MFDF,Dortmund,29-147,1991,9,6,592,6.6,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
97,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,27-209,1993,14,7,695,7.7,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.5,0.5,1.4,0.07,0.18,0.25,0.07,0.25,Matches
98,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,22-309,1998,15,8,614,6.8,3,5,0,0,2,0,0.44,0.73,1.17,0.44,1.17,1.8,1.8,2.1,0.26,0.31,0.58,0.26,0.58,Matches
99,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,28-105,1992,15,14,1249,13.9,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
100,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,21-205,1999,18,18,1545,17.2,3,4,0,0,4,0,0.17,0.23,0.41,0.17,0.41,3.2,3.2,3.7,0.18,0.22,0.40,0.18,0.40,Matches
101,Daniel Didavi\Daniel-Didavi,de GER,FWMF,Stuttgart,30-342,1990,13,8,691,7.7,2,3,0,0,2,0,0.26,0.39,0.65,0.26,0.65,2.5,2.5,2.3,0.32,0.30,0.63,0.32,0.63,Matches
102,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FW,Hertha BSC,22-220,1998,7,2,273,3.0,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.3,0.02,0.10,0.13,0.02,0.13,Matches
103,Eren Dinkci\Eren-Dinkci,de GER,FW,Werder Bremen,,,1,0,6,0.1,1,0,0,0,0,0,15.00,0.00,15.00,15.00,15.00,0.3,0.3,0.0,5.11,0.00,5.11,5.11,5.11,Matches
104,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,22-226,1998,18,18,1525,16.9,3,2,0,0,1,0,0.18,0.12,0.30,0.18,0.30,2.5,2.5,1.7,0.15,0.10,0.25,0.15,0.25,Matches
105,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,29-245,1991,6,0,62,0.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
106,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,31-242,1989,12,9,817,9.1,4,2,1,1,3,0,0.44,0.22,0.66,0.33,0.55,4.3,3.5,2.3,0.47,0.25,0.73,0.39,0.64,Matches
107,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,29-328,1991,12,7,700,7.8,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.2,0.2,0.4,0.02,0.05,0.08,0.02,0.08,Matches
108,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,30-247,1990,14,7,732,8.1,2,1,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.9,1.9,0.7,0.24,0.08,0.32,0.24,0.32,Matches
109,Ondrej Duda\Ondrej-Duda,sk SVK,MFFW,Köln,26-054,1994,17,17,1350,15.0,2,2,0,0,5,1,0.13,0.13,0.27,0.13,0.27,1.2,1.2,2.0,0.08,0.14,0.22,0.08,0.22,Matches
110,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,28-261,1992,10,10,824,9.2,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,1.7,0.12,0.19,0.31,0.12,0.31,Matches
111,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,22-265,1998,2,0,33,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches
